Prolific-ID,IndFair-1,IndFair-2,IndFair-3,IndFair-4,IndFair-5,IndFair-6,IndFair-7,IndFair-8,IndFair-9
6105b1b285e91680458bd341,No,No,Never,Born in the USA,No Asian background,0,Unnecessary,No sanction,(Almost) never
637ce608b8f8f923bf784d84,No,No,Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
58a53fd327c3bb00014e74e2,No,No,Never,Born in the USA,No Asian background,0,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),Monthly
5fc6e3a0040c3f0e7cb45c8a,No,No,1 day - 1 month,Born in the USA,No Asian background,0,Necessary,No sanction,(Almost) never
5d4231211a477100015274df,No,"Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Never,Born in the USA,No Asian background,0,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
5e1fc8d45427912f6143b012,No,No,1 day - 1 month,Born in the USA,No Asian background,0,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
626976d0dfd20d6832fc92aa,No,"Yes: verbal hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
62b473736986d2b27c1427d2,Yes: online hate speech against Asian but not Chinese,"Yes: verbal hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",1 year - 5 years,Moved to the USA at an age between 5 and 18 years old,No Asian background,3 or more,Necessary,Banning the hate speech creator from the relevant social media platform,Yearly
629aa31883e52081b06a8a8d,No,"Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) always
5d75c56a52c89d0017df611c,No,No,Never,Born in the USA,No Asian background,0,Very necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
5ed07b035d44fa1539f0c3e4,No,"Yes: verbal hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",Never,Born in the USA,No Asian background,0,Very necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
641363233e3398da82fcb757,No,No,Never,Born in the USA,No Asian background,0,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),Monthly
612fd3208d3decaf3ec80bcc,No,No,Never,Born in the USA,No Asian background,0,Neutral,"Criminal punishment (such as community service, probation, jail time)",(Almost) never
5de7d7a6603b1b73f3944f8e,No,"Yes: verbal hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
58642f4de16d530001b34622,No,No,Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
5bf55a643a426e00019e3990,No,No,Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
6405feae7d6321bfaaf793e8,No,"Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Never,Born in the USA,No Asian background,0,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
633c74ad6178784ed5b52104,No,No,1 day - 1 month,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,Daily
5fc9ce5b18ab2352473b125d,"Yes: online hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",No,Never,Moved to the USA at an age between 5 and 18 years old,No Asian background,0,Very necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
6125eca03b2cfbbe2e6a88cd,No,No,Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,Yearly
60f39f67a5c2c9e50ce470ee,No,"Yes: verbal hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",1 day - 1 month,Born in the USA,No Asian background,0,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
5658000ca9872d0011e1ba26,No,No,Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
6294ea611ee4f49421c6b905,No,"Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Never,Born in the USA,No Asian background,0,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),Monthly
61fa93435719bc09cb834c4f,No,"Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
5ffb8c5b60571908f3ac19fa,No,No,Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
60fd6618f9a377f54dcdf318,No,No,Never,Born in the USA,No Asian background,0,Unnecessary,No sanction,(Almost) never
63d15e1be853005ff591b935,No,No,1 month - 1 year,Born in the USA,No Asian background,0,Unnecessary,No sanction,(Almost) never
5eb693937a030e5923b44068,No,No,Never,Born in the USA,Prefer not to answer,0,Neutral,Banning the hate speech creator from the relevant social media platform,(Almost) never
5f5e32a0d6a12c6857b8e127,"Yes: online hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)","Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,Yearly
63d193c45e01ccb694993e7f,No,No,1 day - 1 month,Born in the USA,No Asian background,0,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
64226a9ac7739618beeee60d,No,No,Never,Born in the USA,No Asian background,0,Very necessary,Banning the hate speech creator from the relevant social media platform,Monthly
62c71e41af2bc57590b548e8,No,No,Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,Daily
64876e8c1a6f7c303a92351b,No,Yes: verbal hate speech against Chinese,Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,Monthly
6109ca40ef8f38498af102ff,No,"Yes: verbal hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",Never,Moved to the USA at an age lower than 5 years old,No Asian background,0,Unnecessary,Deleting the hateful content (such as specific hate tweets),Monthly
5adef850eb60400001539109,"Yes: online hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",No,Never,Born in the USA,No Asian background,0,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
6107194e818802835d2f6ba3,No,No,Never,Born in the USA,No Asian background,0,Neutral,Civil damages (such as financial compensation for the victims’ mental sufferings),Yearly
633f050f498936a87592181c,No,No,Never,Born in the USA,No Asian background,0,Very necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
5dec8925be656d35d4005320,No,No,Never,Born in the USA,No Asian background,0,Very unnecessary,Deleting the hateful content (such as specific hate tweets),(Almost) never
63c3ad21e11e4d881d3d4220,No,No,Over 5 years,Moved to the USA at an age higher than 30 years old,An Asian country outside East/Southeast Asia,0,Very necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
607cbf385d3202721e3f719f,No,No,Never,Born in the USA,No Asian background,0,Very necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
603d6ae665fbaacb5621ede2,"Yes: online hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)","Yes: verbal hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,Yearly
62b0ff84054c6ca32f481c65,No,No,Never,Born in the USA,No Asian background,0,Neutral,Banning the hate speech creator from the relevant social media platform,(Almost) never
63474e67a5fd298c6103c409,"Yes: online hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)","Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Never,Born in the USA,No Asian background,0,Unnecessary,Deleting the hateful content (such as specific hate tweets),Weekly
634696400ff1ac25ed01ad11,No,No,Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,Daily
5c2c189b867f660001af5dc5,"Yes: online hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)","Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",1 month - 1 year,Born in the USA,No Asian background,2,Necessary,Banning the hate speech creator from the relevant social media platform,Daily
5e4d2e7f6603cd16888864e7,No,No,Never,Born in the USA,No Asian background,0,Neutral,Deleting the hateful content (such as specific hate tweets),(Almost) always
63052f20afc39e87110eb83e,No,No,Never,Moved to the USA at an age between 18 and 30 years old,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,Monthly
5f6ac3f62c65e21a96d0a5e1,No,"Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Never,Born in the USA,No Asian background,0,Unnecessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
5c3f73e9d831ed0001f794ec,No,"Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Never,Born in the USA,No Asian background,0,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),Yearly
5b05fa7c6f73510001fd9cf3,"Yes: online hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)","Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Never,Born in the USA,No Asian background,0,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
5e6ec2818808e6486e268039,,,,,,,,,
5c797d0cb5254b001690625d,No,"Yes: verbal hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",Never,Born in the USA,No Asian background,0,Unnecessary,No sanction,(Almost) always
60de9c66c01a9de405e9efb0,No,No,Never,Born in the USA,No Asian background,0,Very necessary,"Criminal punishment (such as community service, probation, jail time)",(Almost) never
5bd8fabf544d4f000141d94d,No,No,Never,Born in the USA,No Asian background,0,Necessary,Deleting the hateful content (such as specific hate tweets),(Almost) never
