Prolific-ID,IndFair-1,IndFair-2,IndFair-3,IndFair-4,IndFair-5,IndFair-6,IndFair-7,IndFair-8,IndFair-9
6312bf5a8d5c84a22cf8c7dc,No,"Yes: verbal hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",1 month - 1 year,Moved to the USA at an age lower than 5 years old,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Necessary,"Criminal punishment (such as community service, probation, jail time)",Monthly
62d59ab6f7d966eece474824,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Born in the USA,An Asian country outside East/Southeast Asia,1,Necessary,Banning the hate speech creator from the relevant social media platform,Daily
612ad22f81fe574c7c38aa12,No,"Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",1 day - 1 month,Born in the USA,An Asian country outside East/Southeast Asia,2,Necessary,Banning the hate speech creator from the relevant social media platform,Monthly
60ff8095fe0067960a67ab9b,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,Over 5 years,Born in the USA,An Asian country outside East/Southeast Asia,1,Necessary,Banning the hate speech creator from the relevant social media platform,Monthly
5e82a0f80e60759d6f6f2a80,No,Yes: verbal hate speech against Asian but not Chinese,1 year - 5 years,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",0,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
5e2e7d79acf5fe45b62f859a,No,No,Over 5 years,Moved to the USA at an age between 18 and 30 years old,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",3 or more,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
607ce9df61f8f44b9403edfc,No,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Born in the USA,"Taiwan, Hong Kong, or Macau",1,Necessary,"Criminal punishment (such as community service, probation, jail time)",(Almost) always
632a385defc440ca225a32b4,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Born in the USA,Mainland China,0,Necessary,Deleting the hateful content (such as specific hate tweets),(Almost) never
63d2e6f27737af3af4e6fff4,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,Never,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
6291861f8937c6bd60637cf8,No,No,1 year - 5 years,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",0,Unnecessary,No sanction,(Almost) never
630007a81cf7b634269e973c,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Chinese,1 year - 5 years,Born in the USA,Mainland China,2,Necessary,Banning the hate speech creator from the relevant social media platform,Yearly
5d17ce93ac37cd0019535088,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Chinese,Over 5 years,Moved to the USA at an age between 5 and 18 years old,Mainland China,2,Very necessary,Banning the hate speech creator from the relevant social media platform,Monthly
63619bf68269c27fa8aa56a1,No,No,Over 5 years,Moved to the USA at an age between 5 and 18 years old,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",1,Very necessary,Banning the hate speech creator from the relevant social media platform,(Almost) always
5ee1be444c9d75206ce5aa92,No,Yes: verbal hate speech against Asian but not Chinese,Never,Born in the USA,Mainland China,1,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
6090578fb2299eacaec32b7a,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,Never,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",0,Very necessary,Banning the hate speech creator from the relevant social media platform,Weekly
58d834cec207720001e2e750,Yes: online hate speech against Asian but not Chinese,"Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",1 month - 1 year,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
63268e60fbfb9c73671faa37,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Born in the USA,An Asian country outside East/Southeast Asia,1,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
61105f79f59379a1d7a49975,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",0,Neutral,Civil damages (such as financial compensation for the victims’ mental sufferings),Yearly
5c947ee4cde5b30001d2d4d0,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 day - 1 month,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Neutral,Deleting the hateful content (such as specific hate tweets),Yearly
5c328aa26558270001bd9571,No,No,1 month - 1 year,Born in the USA,Mainland China,1,Necessary,"Criminal punishment (such as community service, probation, jail time)",Weekly
5f73f37ed13ce303cc14ae35,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 year - 5 years,Moved to the USA at an age between 5 and 18 years old,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",1,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
6168b61ad8c0d63b37a92109,No,No,1 month - 1 year,Moved to the USA at an age between 5 and 18 years old,Mainland China,0,Necessary,Banning the hate speech creator from the relevant social media platform,Daily
62f06c2a723912d6dd3f3f22,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,Never,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",0,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
63d086f89f695e2d3c210e9f,No,No,Never,Moved to the USA at an age between 5 and 18 years old,Mainland China,1,Neutral,Banning the hate speech creator from the relevant social media platform,(Almost) never
5654175604212700054a12b1,No,No,Never,Moved to the USA at an age lower than 5 years old,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
630051de1dfc7f3ba6bb40cc,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 day - 1 month,Born in the USA,An Asian country outside East/Southeast Asia,0,Necessary,Deleting the hateful content (such as specific hate tweets),Monthly
6104f2626b46bd21f1c9a1b3,Yes: online hate speech against Asian but not Chinese,"Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Never,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Neutral,Banning the hate speech creator from the relevant social media platform,Weekly
6152baaee07bc0fe95137cac,No,No,1 year - 5 years,Born in the USA,Mainland China,1,Necessary,Deleting the hateful content (such as specific hate tweets),Weekly
63ba815c8e273426ad039080,No,Yes: verbal hate speech against Asian but not Chinese,1 year - 5 years,Moved to the USA at an age between 5 and 18 years old,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",2,Neutral,Banning the hate speech creator from the relevant social media platform,(Almost) never
5d953b22b7555900159f2913,No,Yes: verbal hate speech against Asian but not Chinese,Never,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",2,Necessary,Banning the hate speech creator from the relevant social media platform,Monthly
5c395df5f5ebd50001850900,"Yes: online hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",Yes: verbal hate speech against Chinese,1 day - 1 month,Born in the USA,"Taiwan, Hong Kong, or Macau",1,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
5ea0a8ae498ebc0a4029dba7,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,Never,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
60c56282b8b616780c1012b4,No,Yes: verbal hate speech against Asian but not Chinese,Never,Moved to the USA at an age between 5 and 18 years old,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",0,Necessary,Banning the hate speech creator from the relevant social media platform,Monthly
63d405cd213cc643902ce5da,No,"Yes: verbal hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",1 day - 1 month,Born in the USA,"Taiwan, Hong Kong, or Macau",0,Neutral,Banning the hate speech creator from the relevant social media platform,(Almost) never
5f74fd83ed11b81620baf105,Yes: online hate speech against Chinese,Yes: verbal hate speech against Chinese,Over 5 years,Moved to the USA at an age between 5 and 18 years old,"Taiwan, Hong Kong, or Macau",1,Very necessary,"Criminal punishment (such as community service, probation, jail time)",Daily
5d012930cfeb82001817c9c9,No,Yes: verbal hate speech against Chinese,1 day - 1 month,Born in the USA,"Taiwan, Hong Kong, or Macau",2,Neutral,"Criminal punishment (such as community service, probation, jail time)",Yearly
629e241d171ec6698e05f149,No,No,Never,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",0,Very unnecessary,No sanction,(Almost) never
5bca53970f10750001d75a8d,Yes: online hate speech against Chinese,"Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Over 5 years,Moved to the USA at an age between 18 and 30 years old,An Asian country outside East/Southeast Asia,1,Necessary,Banning the hate speech creator from the relevant social media platform,Monthly
5ebb96b6cd673a0008ace9ce,No,No,1 month - 1 year,Born in the USA,An Asian country outside East/Southeast Asia,1,Unnecessary,Deleting the hateful content (such as specific hate tweets),Daily
63636efc209a7701cd2f9a64,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,Never,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",0,Necessary,Deleting the hateful content (such as specific hate tweets),(Almost) never
57864d24900cc80001d2de56,No,No,Never,Moved to the USA at an age between 5 and 18 years old,An Asian country outside East/Southeast Asia,0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
607778a26ff3de83125f50c5,"Yes: online hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)","Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Over 5 years,Moved to the USA at an age between 5 and 18 years old,An Asian country outside East/Southeast Asia,0,Very unnecessary,No sanction,(Almost) always
53987712fdf99b68e3a45021,No,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Moved to the USA at an age lower than 5 years old,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
5d8a64630ffb9c001746ca2c,No,No,Never,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",0,Neutral,Banning the hate speech creator from the relevant social media platform,(Almost) never
5dcfc4a09595a10cd3ef3e59,No,Yes: verbal hate speech against Chinese,1 month - 1 year,Born in the USA,"Taiwan, Hong Kong, or Macau",1,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
58f3760092ac81000154f8af,Yes: online hate speech against Chinese,Yes: verbal hate speech against Chinese,Never,Born in the USA,Mainland China,1,Unnecessary,No sanction,Weekly
5fb2041681fe9376804e1249,No,"Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Never,Born in the USA,"Taiwan, Hong Kong, or Macau",2,Necessary,"Criminal punishment (such as community service, probation, jail time)",Yearly
62740cf8e39eba1055ef571b,No,Yes: verbal hate speech against Chinese,Over 5 years,Moved to the USA at an age between 18 and 30 years old,"Taiwan, Hong Kong, or Macau",2,Very necessary,Banning the hate speech creator from the relevant social media platform,Daily
63e51bd9b573cd46809e1d56,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Very necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) always
641640ace28d2bb30c45c595,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
5e415a5f9dd805382f0b6af9,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Very necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),Weekly
5d4ac837d2844e0001ecf699,"Yes: online hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)","Yes: verbal hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",1 year - 5 years,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",0,Necessary,"Criminal punishment (such as community service, probation, jail time)",Weekly
6345dc3fd19b0554d9d7b533,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,Never,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Neutral,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
6005fd9c8bbd67931607e518,No,No,1 day - 1 month,Born in the USA,Mainland China,1,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
5e8e7167572c651246e08a7b,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Moved to the USA at an age between 5 and 18 years old,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",3 or more,Necessary,"Criminal punishment (such as community service, probation, jail time)",Yearly
62ecae2ce56ea262113d808d,Yes: online hate speech against Chinese,Yes: verbal hate speech against Chinese,Never,Born in the USA,Mainland China,1,Unnecessary,No sanction,Monthly
63fad8b20e532757a496f7f5,No,Yes: verbal hate speech against Chinese,Never,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",0,Neutral,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
63d69e4d6648b39324fdf0ad,No,Yes: verbal hate speech against Asian but not Chinese,Never,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
647e0f22b1d466181ae694c4,No,No,Over 5 years,Moved to the USA at an age between 18 and 30 years old,Mainland China,1,Necessary,Deleting the hateful content (such as specific hate tweets),(Almost) never
6267c3d17f88988d0d787c7f,No,No,Prefer not to answer,Moved to the USA at an age higher than 30 years old,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",2,Very necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
63ecfea248ea89e9bb6b2a9a,No,No,1 month - 1 year,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",1,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
6277f24d24ba4608b3fa016c,"Yes: online hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)","Yes: verbal hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",Never,Born in the USA,No Asian background,0,Very necessary,"Criminal punishment (such as community service, probation, jail time)",Weekly
59c3289b8e6ea10001f7b926,"Yes: online hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",No,1 year - 5 years,Moved to the USA at an age between 5 and 18 years old,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",1,Necessary,Deleting the hateful content (such as specific hate tweets),(Almost) never
5ba98278d08ab20001c84f2b,Yes: online hate speech against Chinese,Yes: verbal hate speech against Chinese,Never,Born in the USA,Mainland China,0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
63d13bbf2993cf5e372b7994,No,No,1 month - 1 year,Born in the USA,Mainland China,1,Neutral,Deleting the hateful content (such as specific hate tweets),(Almost) never
5dedf0483711364928753ecd,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Very necessary,"Criminal punishment (such as community service, probation, jail time)",Monthly
5f13ea38e764c61a82f38588,Yes: online hate speech against Chinese,Yes: verbal hate speech against Chinese,Over 5 years,Moved to the USA at an age between 5 and 18 years old,"Taiwan, Hong Kong, or Macau",1,Necessary,Banning the hate speech creator from the relevant social media platform,Monthly
60ceeec3a0bed4a1e603b8d7,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,Over 5 years,Moved to the USA at an age between 5 and 18 years old,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
5fbedb605c74b312137f371b,No,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Moved to the USA at an age lower than 5 years old,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),Monthly
636181cafa036fd02cb083db,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Chinese,1 day - 1 month,Born in the USA,Mainland China,0,Unnecessary,Banning the hate speech creator from the relevant social media platform,Yearly
6314bc49055e150c92f4736e,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Chinese,1 month - 1 year,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",2,Very necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),Yearly
62a733deec84f43ab19f7cca,No,No,Never,Born in the USA,Mainland China,1,Necessary,"Criminal punishment (such as community service, probation, jail time)",Weekly
5eeba89ba5de72356a3c8507,No,Yes: verbal hate speech against Asian but not Chinese,Never,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",1,Necessary,Deleting the hateful content (such as specific hate tweets),Monthly
5dc0a5b5b4cc78050437f1b4,No,No,Never,Born in the USA,An Asian country outside East/Southeast Asia,0,Neutral,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
5b32599cc8e94a00018f22a5,Yes: online hate speech against Asian but not Chinese,No,1 month - 1 year,Born in the USA,An Asian country outside East/Southeast Asia,1,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
62a733deec84f43ab19f7cca,No,No,Never,Born in the USA,Mainland China,1,Necessary,"Criminal punishment (such as community service, probation, jail time)",Weekly
62a733deec84f43ab19f7cca,No,No,Never,Born in the USA,Mainland China,1,Necessary,"Criminal punishment (such as community service, probation, jail time)",Weekly
60f45fc7523abdfd3aad4c80,No,Yes: verbal hate speech against Asian but not Chinese,Over 5 years,Moved to the USA at an age between 18 and 30 years old,An Asian country outside East/Southeast Asia,2,Neutral,Banning the hate speech creator from the relevant social media platform,(Almost) never
559ffa9bfdf99b0ad674856a,No,Yes: verbal hate speech against Asian but not Chinese,Never,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",0,Unnecessary,Banning the hate speech creator from the relevant social media platform,Weekly
63ea5fe64d7a2cce52a149ca,No,Yes: verbal hate speech against Asian but not Chinese,1 year - 5 years,Moved to the USA at an age between 5 and 18 years old,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Necessary,"Criminal punishment (such as community service, probation, jail time)",Weekly
5f18610a63c761000bf6a39a,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 day - 1 month,Born in the USA,An Asian country outside East/Southeast Asia,2,Very necessary,Banning the hate speech creator from the relevant social media platform,Monthly
631cd2d174d35f3489e933c4,Yes: online hate speech against Asian but not Chinese,Prefer not to answer,1 month - 1 year,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Neutral,Civil damages (such as financial compensation for the victims’ mental sufferings),Weekly
6400f6cc707e23f68a94758a,No,No,Never,Born in the USA,Mainland China,1,Neutral,Deleting the hateful content (such as specific hate tweets),(Almost) never
63dd3dd2593c92be97d8dbde,No,No,Never,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",0,Very unnecessary,No sanction,(Almost) never
5a94c0b7b5e2110001c6891e,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 year - 5 years,Moved to the USA at an age lower than 5 years old,"Taiwan, Hong Kong, or Macau",1,Necessary,Banning the hate speech creator from the relevant social media platform,Yearly
5ef4b8cf1f15df0ae9c7a706,No,No,1 month - 1 year,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",2,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
5c6e31540506a200015c3cc5,No,Yes: verbal hate speech against Asian but not Chinese,Over 5 years,Moved to the USA at an age between 5 and 18 years old,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Very necessary,"Criminal punishment (such as community service, probation, jail time)",(Almost) always
5692e00c8d93fe000efa0459,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Born in the USA,An Asian country outside East/Southeast Asia,0,Very necessary,"Criminal punishment (such as community service, probation, jail time)",Weekly
5d55a1f2fab56e000140df8f,No,No,Never,Born in the USA,Mainland China,1,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
63d4393f67ae4bf53fce7c48,Yes: online hate speech against Chinese,Yes: verbal hate speech against Chinese,1 year - 5 years,Born in the USA,Mainland China,0,Necessary,Deleting the hateful content (such as specific hate tweets),Weekly
63804d105c37525d499b9c6c,No,Yes: verbal hate speech against Chinese,Never,Born in the USA,Mainland China,0,Unnecessary,Deleting the hateful content (such as specific hate tweets),(Almost) never
6400f8f41e203f131c68b79f,No,Yes: verbal hate speech against Asian but not Chinese,1 day - 1 month,Born in the USA,Mainland China,1,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
5a3b209b2f3c2500018bc67d,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Born in the USA,Mainland China,0,Necessary,Banning the hate speech creator from the relevant social media platform,Monthly
6018a5c0e1600b187ccb8693,No,No,Never,Born in the USA,An Asian country outside East/Southeast Asia,0,Unnecessary,No sanction,Yearly
62dea78824188316a2ee17b6,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",0,Neutral,No sanction,(Almost) never
5faefcc22be93b11829e84df,No,No,Over 5 years,Moved to the USA at an age between 5 and 18 years old,Mainland China,1,Neutral,Civil damages (such as financial compensation for the victims’ mental sufferings),(Almost) never
57d6dd8d6598aa000199188b,"Yes: online hate speech based on a non-race sensitive attribute (such as gender, sexual orientation, etc.)",Yes: verbal hate speech against Asian but not Chinese,1 year - 5 years,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",2,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),Yearly
63bf8a649931574320e98357,No,No,1 month - 1 year,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
63ea698ae87649af27a2a7ac,No,Yes: verbal hate speech against Chinese,1 year - 5 years,Born in the USA,"Taiwan, Hong Kong, or Macau",1,Necessary,"Criminal punishment (such as community service, probation, jail time)",(Almost) never
63d2094a50ed63bfb3b19fd4,No,No,Never,Moved to the USA at an age lower than 5 years old,Mainland China,0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
5664641951fac700118ed23f,No,Yes: verbal hate speech against Chinese,Never,Born in the USA,Mainland China,0,Neutral,No sanction,(Almost) never
576e0f04688a5c00018d9c08,"Yes: online hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)","Yes: verbal hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",1 year - 5 years,Moved to the USA at an age lower than 5 years old,An Asian country outside East/Southeast Asia,1,Neutral,Deleting the hateful content (such as specific hate tweets),Monthly
5c2c62542c45d400014a32e6,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 day - 1 month,Born in the USA,An Asian country outside East/Southeast Asia,0,Very necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),Daily
5af9fab60a7ecb00011820b8,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,Over 5 years,Moved to the USA at an age between 5 and 18 years old,An Asian country outside East/Southeast Asia,Prefer not to answer,Necessary,Banning the hate speech creator from the relevant social media platform,Yearly
644eef3e0a26e06facf8ee84,No,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Moved to the USA at an age lower than 5 years old,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Necessary,Banning the hate speech creator from the relevant social media platform,Monthly
5f985596be2ea910b23827ed,Yes: online hate speech against Asian but not Chinese,"Yes: verbal hate speech against a non-Asian race/ethnicity (such as against Black, Hispanic, etc.)",1 month - 1 year,Born in the USA,Mainland China,1,Necessary,Banning the hate speech creator from the relevant social media platform,Monthly
61bb3a4f40db417c1a138ff4,No,No,1 day - 1 month,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",0,Necessary,Banning the hate speech creator from the relevant social media platform,(Almost) always
5bf116a61e78580001dc4842,No,No,1 year - 5 years,Born in the USA,"Taiwan, Hong Kong, or Macau",1,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
647287f051cab7142b9ca9bf,No,No,Over 5 years,Moved to the USA at an age between 18 and 30 years old,An Asian country outside East/Southeast Asia,1,Necessary,"Criminal punishment (such as community service, probation, jail time)",(Almost) never
62a15df1dd6fa394ea04f063,No,Yes: verbal hate speech against Chinese,Never,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",0,Necessary,"Criminal punishment (such as community service, probation, jail time)",Weekly
595bdc5b57e9520001f78eef,No,Yes: verbal hate speech against Chinese,1 day - 1 month,Born in the USA,"Taiwan, Hong Kong, or Macau",1,Very necessary,Banning the hate speech creator from the relevant social media platform,(Almost) never
634265d4ff46e9c74d9fe152,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 day - 1 month,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",1,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
5efc1d4ee23e2a011ded073e,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 month - 1 year,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",1,Necessary,Banning the hate speech creator from the relevant social media platform,Yearly
5e84c817507cd3066a527e5e,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 day - 1 month,Moved to the USA at an age lower than 5 years old,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",1,Necessary,Civil damages (such as financial compensation for the victims’ mental sufferings),Yearly
63e4787f8eddedf65f9348fb,Yes: online hate speech against Asian but not Chinese,No,1 month - 1 year,Born in the USA,"A Sinosphere country (Japan, North/South Korea, or Vietnam)",1,Necessary,Banning the hate speech creator from the relevant social media platform,Weekly
62df6e55d6e4b5d86aca366b,No,No,Over 5 years,Moved to the USA at an age between 5 and 18 years old,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",1,Necessary,Deleting the hateful content (such as specific hate tweets),(Almost) never
63d07155a81baf5108925992,Yes: online hate speech against Asian but not Chinese,Yes: verbal hate speech against Asian but not Chinese,1 day - 1 month,Born in the USA,"An East Asian or Southeast Asian country not mentioned above (such as Mongolia, Singapore, etc.)",1,Necessary,"Criminal punishment (such as community service, probation, jail time)",(Almost) never
